BIOREGION,EVC,X_EVCNAME,EVC_BCS,area1750_ha,area2005_ha,proportion_remaining
Greater Grampians,454,Alluvial Terraces Herb-rich Woodland/Claypan Ephemeral Wetland Complex,LC,7.18,7.18,1
Greater Grampians,467,Heathy Woodland/Riparian Scrub Complex,LC,11.200000000000001,11.200000000000001,1
Greater Grampians,471,Heathy Woodland/Shrubby Woodland Mosaic,LC,19.92,19.92,1
Greater Grampians,475,Heathy Woodland/Sedgy Riparian Woodland Mosaic,LC,5.27,5.27,1
Greater Grampians,478,Heathy Woodland/Damp Heathland Complex,LC,8.25,8.25,1
Greater Grampians,497,Shrubby Woodland/Plains Grassy Woodland Mosaic,E,6.55,6.55,1
Greater Grampians,506,Riparian Forest/Sedgy Riparian Woodland Complex,D,8.56,8.56,1
Greater Grampians,512,Riparian Scrub/Seasonally Inundated Shrubby Woodland Mosaic,LC,8.01,8.01,1
Greater Grampians,514,Sedgy Riparian Woodland/Lowland Forest Complex,LC,2.51,2.51,1
Greater Grampians,515,Sedgy Riparian Woodland/Riparian Shrubland Complex,LC,17.64,17.64,1
Greater Grampians,516,Sedgy Riparian Woodland/Dry Creekline Woodland Complex,LC,30.95,30.95,1
Greater Grampians,522,Riparian Shrubland/Riparian Scrub Complex,LC,4.25,4.25,1
Greater Grampians,531,Seasonally Inundated Shrubby Woodland/Sedge Wetland Complex,LC,11.31,11.31,1
Greater Grampians,558,Lowland Forest/Hills Herb-rich Woodland Complex,LC,1.03,1.03,1
Greater Grampians,559,Hills Herb-rich Woodland/Sedgy Riparian Woodland Complex,LC,3.81,3.81,1
Greater Grampians,565,Heathland Thicket/Seasonally Inundated Shrubby Woodland Complex,LC,10.92,10.92,1
Greater Grampians,572,Rocky Outcrop Shrubland/Valley Grassy Forest Complex,V,1.76,1.76,1
Greater Grampians,584,Heathy Woodland/Hills Herb-rich Woodland Complex,LC,4.5,4.5,1
Greater Grampians,588,Riparian Scrub/Riparian Forest Complex,LC,1.82,1.82,1
Greater Grampians,595,Damp Heathland/Riparian Scrub Mosaic,LC,5.59,5.59,1
Greater Grampians,597,Damp Forest/Herb-rich Foothill Forest Mosaic,LC,22.79,22.79,1
Greater Grampians,598,Rocky Outcrop Shrubland/Rocky Outcrop Herbland/Heathy Dry Forest Mosaic,LC,21.97,21.97,1
Greater Grampians,599,Grassy Dry Forest/Rocky Outcrop Shrubland Mosaic,D,2.72,2.72,1
Greater Grampians,600,Herb-rich Foothill Forest/Damp Sands Herb-rich Woodland Mosaic,D,6.81,6.81,1
Greater Grampians,601,Heathland Thicket/Sedgy Riparian Woodland Complex,LC,11.45,11.45,1
Greater Grampians,612,Alluvial Terraces Herb-rich Woodland/Shrubby Woodland Complex,LC,3.71,3.71,1
Greater Grampians,623,Lowland Forest/Damp Sands Herb-rich Woodland Complex,LC,5.58,5.58,1
Greater Grampians,683,Semi-Permanent Saline,na,2.09,2.09,1
Greater Grampians,750,Shallow Sands Woodland/Plains Sedgy Woodland/Seasonally Inundated Shrubby Woodland/Damp Sands Herb-rich Woodland Mosaic,V,6.61,6.61,1
Greater Grampians,762,Damp Heathland/Sand Heathland Mosaic,LC,2.66,2.66,1
Greater Grampians,773,Hills Herb-rich Woodland/Shrubby Woodland Mosaic,LC,2.31,2.31,1
Greater Grampians,775,Floodplain Thicket/Shrubby Woodland Mosaic,LC,4.13,4.13,1
Highlands - Far East,28,Rocky Outcrop Shrubland,LC,39.910000000000004,39.910000000000004,1
Highlands - Far East,37,Montane Grassy Woodland,V,0.09,0.09,1
Highlands - Far East,44,Sub-alpine Treeless Vegetation,R,0.61,0.61,1
Highlands - Far East,47,Valley Grassy Forest,D,26.65,26.65,1
Highlands - Northern Fall,32,Warm Temperate Rainforest,R,14.92,14.92,1
Highlands - Northern Fall,174,Grassy Dry Forest/Rocky Outcrop Shrubland/Rocky Outcrop Herbland Mosaic,LC,5.32,5.32,1
Highlands - Southern Fall,2,Coast Banksia Woodland,na,28.45,28.45,1
Highlands - Southern Fall,3,Damp Sands Herb-rich Woodland,V,8.51,8.51,1
Highlands - Southern Fall,15,Limestone Box Forest,V,2.45,2.45,1
Highlands - Southern Fall,33,Cool Temperate Rainforest/Warm Temperate Rainforest Overlap,E,21.12,21.12,1
Highlands - Southern Fall,34,Dry Rainforest,E,3.11,3.11,1
Highlands - Southern Fall,43,Sub-alpine Woodland,LC,18.29,18.29,1
Highlands - Southern Fall,982,No EVC assigned - need editing,na,44.18,44.18,1
Highlands - Southern Fall,992,Water Body - Fresh,na,21.36,21.36,1
Highlands - Southern Fall,993,Bare Rock/Ground,na,23.49,23.49,1
Lowan Mallee,676,Salt Paperbark Woodland,V,0.01,0.01,1
Monaro Tablelands,22,Grassy Dry Forest,LC,18.95,18.95,1
Monaro Tablelands,28,Rocky Outcrop Shrubland,R,18.64,18.64,1
Murray Fans,975,Riverine Ephemeral Wetland,V,0.91,0.91,1
Murray Fans,1015,Grassy Riverine Forest/Drainage-line Aggregate Mosaic,D,2.75,2.75,1
Murray Fans,1016,Grassy Riverine Forest/Plains Grassy Woodland/Grassy Woodland Mosaic,E,0.22,0.22,1
Murray Fans,1017,Grassy Riverine Forest/Riverine Grassy Woodland Mosaic,V,23.47,23.47,1
Murray Fans,1019,Mosaic of Grassy Riverine Forest/Sedgy Riverine Forest-Riverine Swamp Forest Complex,D,57.57,57.57,1
Murray Fans,1020,Mosaic of Grassy Riverine Forest/Floodway Pond Herbland-Riverine Swamp Forest Complex,D,22.72,22.72,1
Murray Fans,1023,Drainage-line Aggregate/Sedgy Riverine Forest Mosaic,V,23.28,23.28,1
Murray Fans,1025,Drainage-line Aggregate/Tall Marsh Mosaic,V,2.76,2.76,1
Murray Fans,1027,Riverine Grassy Woodland/Grassy Riverine Forest-Riverine Swamp Forest Complex,V,2.7199999999999998,2.7199999999999998,1
Murray Fans,1028,Riverine Grassy Woodland/Riverine Swamp Forest Mosaic,V,13.6,13.6,1
Murray Fans,1029,Grassy Riverine Forest/Floodway Pond Herbland Mosaic,D,4.65,4.65,1
Murray Fans,1030,Grassy Riverine Forest/Riverine Swamp Forest Mosaic,D,68.29,68.29,1
Murray Fans,1032,Floodplain Riparian Woodland/Riverine Grassy Woodland Mosaic,V,6.3,6.3,1
Murray Fans,1036,Mosaic of Floodplain Riparian Woodland/Sedgy Riverine Forest-Riverine Swamp Forest Complex,D,0.31,0.31,1
Murray Fans,1037,Floodplain Riparian Woodland/Tall Marsh Mosaic,D,0.72,0.72,1
Murray Fans,1038,Low Rises Woodland/Riverine Swampy Woodland Mosaic,E,1.5,1.5,1
Murray Fans,1039,Mosaic of Drainage-line Aggregate/Floodway Pond Herbland-Riverine Swamp Forest Complex,V,0.59,0.59,1
Murray Fans,1042,Mosaic of Riverine Grassy Woodland/Floodway Pond Herbland-Riverine Swamp Forest Complex,V,1.2,1.2,1
Murray Fans,1044,Aquatic Herbland/Floodway Pond Herbland Mosaic,D,0.71,0.71,1
Murray Fans,1045,Aquatic Herbland/Riverine Swamp Forest Mosaic,D,1.22,1.22,1
Murray Fans,1046,Mosaic of Aquatic Herbland/Sedgy Riverine Forest-Riverine Swamp Forest Complex,D,0.33,0.33,1
Murray Fans,1048,Mosaic of Aquatic Herbland/Floodway Pond Herbland-Riverine Swamp Forest Complex,D,1.6400000000000001,1.6400000000000001,1
Murray Fans,1049,Floodplain Grassy Wetland/Floodway Pond Herbland Mosaic,E,5.83,5.83,1
Murray Fans,1050,Mosaic of Floodplain Grassy Wetland/Grassy Riverine Forest-Riverine Swamp Forest Complex,E,22.21,22.21,1
Murray Fans,1053,Mosaic of Floodplain Grassy Wetland/Sedgy Riverine Forest-Riverine Swamp Forest Complex,E,1.8199999999999998,1.8199999999999998,1
Murray Fans,1054,Floodplain Grassy Wetland/Spike-sedge Wetland Mosaic,E,21.92,21.92,1
Murray Fans,1055,Floodplain Grassy Wetland/Tall Marsh Mosaic,E,20.580000000000002,20.580000000000002,1
Murray Fans,1056,Mosaic of Floodplain Grassy Wetland/Floodway Pond Herbland-Riverine Swamp Forest Complex,E,0.83,0.83,1
Murray Fans,1059,Mosaic of Floodway Pond Herbland/Sedgy Riverine Forest-Riverine Swamp Forest Complex,D,8.42,8.42,1
Murray Fans,1060,Floodway Pond Herbland/Tall Marsh Mosaic,D,6.6899999999999995,6.6899999999999995,1
Murray Fans,1062,Grassy Riverine Forest/Riverine Swampy Woodland Mosaic,V,1.03,1.03,1
Murray Fans,1065,Grassy Riverine Forest/Tall Marsh Mosaic,D,2.03,2.03,1
Murray Fans,1070,Riverine Swamp Forest/Spike-sedge Wetland Mosaic,V,6.17,6.17,1
Murray Fans,1074,Mosaic of Riverine Swampy Woodland/Sedgy Riverine Forest-Riverine Swamp Forest Complex,V,32.76,32.76,1
Murray Fans,1076,Sedgy Riverine Forest/Spike-sedge Wetland Mosaic,V,0.46,0.46,1
Murray Fans,1077,Sedgy Riverine Forest/Tall Marsh Mosaic,D,1.7999999999999998,1.7999999999999998,1
Murray Fans,1078,Mosaic of Sedgy Riverine Forest/Floodway Pond Herbland-Riverine Swamp Forest Complex,D,30.49,30.49,1
Murray Fans,1079,Mosaic of Sedgy Riverine Forest-Riverine Swamp Forest Complex/Tall Marsh,D,6.8999999999999995,6.8999999999999995,1
Murray Fans,1080,Mosaic of Sedgy Riverine Forest-Riverine Swamp Forest Complex/Floodway Pond Herbland-Riverine Swamp Forest Complex,D,77.97,77.97,1
Murray Fans,1081,Spike-sedge Wetland/Tall Marsh Mosaic,V,8.97,8.97,1
Murray Fans,1082,Tall Marsh/Riverine Swamp Forest Mosaic,D,2.76,2.76,1
Murray Fans,1083,Mosaic of Tall Marsh/Floodway Pond Herbland-Riverine Swamp Forest Complex,D,83.42,83.42,1
Murray Fans,1084,Tall Marsh/Non-Vegetation Mosaic,D,15.94,15.94,1
Murray Mallee,809,Floodplain Grassy Wetland,E,0.8300000000000001,0.8300000000000001,1
Northern Inland Slopes,29,Damp Forest,LC,0.01,0.01,1
Northern Inland Slopes,30,Wet Forest,LC,12.28,12.28,1
Northern Inland Slopes,334,Billabong Wetland Aggregate,V,0.02,0.02,1
Otway Plain,200,Shallow Freshwater Marsh,E,4.41,4.41,1
Otway Ranges,894,Scoria Cone Woodland,E,0.93,0.93,1
Robinvale Plains,96,Ridged Plains Mallee,E,0.49,0.49,1
Robinvale Plains,816,Sedgy Riverine Forest,D,5.02,5.02,1
Unclassified,993,Bare Rock/Ground,na,0.01,0.01,1
Victorian Alps,84,Riparian Forest/Swampy Riparian Woodland/Riparian Shrubland/Riverine Escarpment Scrub Mosaic,D,1.97,1.97,1
Victorian Alps,169,Dry Valley Forest,V,3.46,3.46,1
Victorian Alps,208,Sub-alpine Riparian Shrubland,R,13.5,13.5,1
Victorian Alps,982,No EVC assigned - need editing,na,6.289999999999999,6.289999999999999,1
Victorian Alps,1014,Late-lying Snowpatch Herbland,E,93.96,93.96,1
Victorian Riverina,945,Floodway Pond Herbland/Riverine Swamp Forest Complex,D,0.12,0.12,1
Victorian Riverina,985,Sandy Beach,na,4.91,4.91,1
Victorian Riverina,1063,Grassy Riverine Forest/Sedgy Riverine Forest Mosaic,V,73.93,73.93,1
Victorian Riverina,1068,Riverine Swamp Forest/Sedgy Riverine Forest Mosaic,V,5.55,5.55,1
Victorian Riverina,1087,Tall Marsh/Aquatic Herbland Mosaic,V,7.09,7.09,1
Victorian Volcanic Plain,45,Shrubby Foothill Forest,D,1.67,1.67,1
Victorian Volcanic Plain,136,Sedge Wetland,V,19.580000000000002,19.580000000000002,1
Victorian Volcanic Plain,414,Damp Sands Herb-rich Woodland/Shrubby Woodland Complex,LC,0.63,0.63,1
Victorian Volcanic Plain,797,Coastal Landfill/Sand Accretion,na,40.41,40.41,1
Warrnambool Plain,683,Semi-Permanent Saline,na,9.1,9.1,1
Warrnambool Plain,991,Water body - salt,na,4.19,4.19,1
Wilsons Promontory,875,Blocked Coastal Stream Swamp,R,0.25,0.25,1
Wimmera,418,Damp Sands Herb-rich Woodland/Heathy Woodland Complex,V,7.83,7.83,1
Wimmera,441,Shrubby Woodland/Heathy Woodland Complex,LC,0.08,0.08,1
Wimmera,454,Alluvial Terraces Herb-rich Woodland/Claypan Ephemeral Wetland Complex,V,0.69,0.69,1
Wimmera,726,Rocky Outcrop Shrubland/Rocky Outcrop Herbland/Heathy Woodland Mosaic,R,1.7,1.7,1
Wimmera,753,Rocky Outcrop Shrubland/Rocky Outcrop Herbland/Sandstone Ridge Shrubland Mosaic,R,5.5600000000000005,5.5600000000000005,1
Murray Fans,1071,Riverine Swamp Forest/Tall Marsh Mosaic,D,574.16,574.1800000000001,1.0000348334958897
Wilsons Promontory,9,Coastal Saltmarsh,LC,128.61,128.62,1.0000777544514423
Murray Fans,1072,Mosaic of Riverine Swamp Forest/Floodway Pond Herbland-Riverine Swamp Forest Complex,D,898.96,899.03,1.0000778677582984
Otway Plain,991,Water body - salt,na,95.24,95.25,1.000104997900042
Murray Fans,1057,Mosaic of Floodway Pond Herbland/Grassy Riverine Forest-Riverine Swamp Forest Complex,D,367.83000000000004,367.87,1.000108745888046
Murray Fans,1063,Grassy Riverine Forest/Sedgy Riverine Forest Mosaic,D,268.23,268.26,1.0001118443127166
Otway Ranges,21,Shrubby Dry Forest,LC,1018.25,1018.37,1.0001178492511662
Murray Fans,985,Sandy Beach,na,78.11,78.12,1.0001280245807196
Wilsons Promontory,73,Rocky Outcrop Shrubland/Rocky Outcrop Herbland Mosaic,LC,225.38,225.41,1.0001331085278198
Murray Fans,1047,Aquatic Herbland/Tall Marsh Mosaic,D,68.06,68.07000000000001,1.0001469291801353
Murray Fans,1061,Mosaic of Grassy Riverine Forest-Riverine Swamp Forest Complex/Riverine Swamp Forest,D,191.12,191.15,1.0001569694432817
Lowan Mallee,813,Intermittent Swampy Woodland,V,59.74,59.75,1.0001673920321392
Otway Plain,992,Water Body - Fresh,na,1219.4599999999998,1219.6699999999998,1.0001722073704755
Robinvale Plains,106,Grassy Riverine Forest,D,1853.22,1853.54,1.000172672429609
Bridgewater,682,Permanent Open Freshwater,na,159.33,159.35999999999999,1.0001882884579174
Robinvale Plains,818,Shrubby Riverine Woodland,LC,2506.3,2506.78,1.000191517376212
Murray Fans,1021,Mosaic of Drainage-line Aggregate/Grassy Riverine Forest-Riverine Swamp Forest Complex,V,147.21,147.24,1.0002037905033625
Murray Fans,992,Water Body - Fresh,na,2616.51,2617.13,1.0002369568623855
Victorian Volcanic Plain,682,Permanent Open Freshwater,na,290.22,290.3,1.0002756529529322
Murray Fans,1088,Riverine Grassland,E,68.66,68.68,1.0002912904165455
Glenelg Plain,5,Coastal Sand Heathland,R,32.730000000000004,32.739999999999995,1.0003055300947141
Warrnambool Plain,684,Permanent Saline,na,659.45,659.68,1.0003487754947302
Warrnambool Plain,992,Water Body - Fresh,na,25.42,25.43,1.0003933910306844
Warrnambool Plain,797,Coastal Landfill/Sand Accretion,na,49.03,49.050000000000004,1.0004079135223334
Robinvale Plains,107,Lake Bed Herbland,D,1700.16,1700.87,1.0004176077545641
Lowan Mallee,741,Salt Paperbark Woodland/Samphire Shrubland Mosaic,V,485.36,485.57,1.0004326685346958
Robinvale Plains,810,Floodway Pond Herbland,D,478.4,478.61,1.0004389632107025
Wilsons Promontory,10,Estuarine Wetland,R,220.37,220.47,1.0004537822752644
Murray Fans,200,Shallow Freshwater Marsh,V,105.77,105.82,1.0004727238347357
Wilsons Promontory,12,Wet Swale Herbland,R,74.74,74.78,1.0005351886540006
Wilsons Promontory,16,Lowland Forest,LC,3874.51,3876.66,1.0005549088788002
Wilsons Promontory,307,Sand Heathland/Wet Heathland Mosaic,R,3328.98,3330.84,1.0005587297009895
Victorian Volcanic Plain,684,Permanent Saline,na,17.08,17.09,1.0005854800936769
Otway Plain,7,Clay Heathland,V,32.21,32.23,1.0006209251785159
Warrnambool Plain,836,Damp Heath Scrub/Heathy Woodland Complex,V,16.04,16.05,1.0006234413965087
Wilsons Promontory,72,Granitic Hills Woodland,LC,3971.88,3974.4500000000003,1.0006470487527317
Wilsons Promontory,18,Riparian Forest,LC,44.85,44.88,1.0006688963210704
Wilsons Promontory,191,Riparian Scrub,LC,2174.5299999999997,2176.02,1.0006852055386681
Gippsland Plain,875,Blocked Coastal Stream Swamp,R,29.11,29.13,1.0006870491240123
Gippsland Plain,985,Sandy Beach,na,1055.35,1056.08,1.0006917136495002
Wilsons Promontory,858,Coastal Alkaline Scrub,D,14.299999999999999,14.309999999999999,1.0006993006993006
Wilsons Promontory,53,Swamp Scrub,E,28.52,28.54,1.0007012622720897
Murray Mallee,811,Grassy Riverine Forest/Floodway Pond Herbland Complex,D,41.13,41.16,1.0007293946024798
Murray Mallee,821,Tall Marsh,LC,13.56,13.57,1.0007374631268438
Wilsons Promontory,6,Sand Heathland,R,769.87,770.4399999999999,1.0007403847402807
Robinvale Plains,200,Shallow Freshwater Marsh,V,425.1,425.43,1.0007762879322513
Wilsons Promontory,192,Montane Rocky Shrubland,R,115.18,115.27,1.000781385657232
Wilsons Promontory,8,Wet Heathland,LC,5957.71,5962.39,1.0007855367246812
Lowan Mallee,107,Lake Bed Herbland,D,12.49,12.5,1.00080064051241
Wilsons Promontory,48,Heathy Woodland,LC,3299.61,3302.26,1.0008031252178289
Wilsons Promontory,985,Sandy Beach,na,258.03,258.24,1.0008138588536217
Wilsons Promontory,992,Water Body - Fresh,na,11.38,11.39,1.0008787346221442
Wilsons Promontory,30,Wet Forest,LC,3950.9,3954.43,1.0008934673112455
Gippsland Plain,12,Wet Swale Herbland,V,99.97,100.06,1.0009002700810243
Wilsons Promontory,32,Warm Temperate Rainforest,R,1108.78,1109.78,1.000901892169772
Lowan Mallee,991,Water body - salt,na,11.03,11.04,1.0009066183136899
Wilsons Promontory,3,Damp Sands Herb-rich Woodland,V,87.33,87.41,1.000916065498683
Wilsons Promontory,29,Damp Forest,LC,3675.7,3679.08,1.000919552738254
Wilsons Promontory,310,Wet Rocky Outcrop Scrub,R,516.64,517.13,1.0009484360483123
Wilsons Promontory,45,Shrubby Foothill Forest,LC,3785.7200000000003,3789.41,1.0009747155098632
Wilsons Promontory,31,Cool Temperate Rainforest,E,141.94,142.08,1.0009863322530648
Wilsons Promontory,136,Sedge Wetland,R,69.35000000000001,69.42,1.0010093727469358
Wilsons Promontory,986,Rocky Shore,na,350.1,350.46,1.0010282776349613
Murray Scroll Belt,106,Grassy Riverine Forest,D,1014.32,1015.38,1.0010450350974052
Wilsons Promontory,993,Bare Rock/Ground,na,76.55,76.63,1.0010450685826258
Murray Fans,993,Bare Rock/Ground,na,188.53,188.74,1.0011138810799343
Murray Scroll Belt,811,Grassy Riverine Forest/Floodway Pond Herbland Complex,D,284.39,284.71999999999997,1.0011603783536691
Robinvale Plains,809,Floodplain Grassy Wetland,E,16.91,16.93,1.0011827321111768
Robinvale Plains,820,Sub-saline Depression Shrubland,D,84.31,84.41,1.00118609892065
Murray Scroll Belt,810,Floodway Pond Herbland,D,340.61,341.04,1.0012624409148292
Murray Mallee,991,Water body - salt,na,3138.8,3142.7799999999997,1.0012680005097487
Robinvale Plains,992,Water Body - Fresh,na,92.64,92.76,1.0012953367875648
Gippsland Plain,992,Water Body - Fresh,na,47257.200000000004,47319.75,1.0013236078311876
Murray Scroll Belt,813,Intermittent Swampy Woodland,D,3464.99,3469.82,1.0013939434168642
Murray Scroll Belt,818,Shrubby Riverine Woodland,LC,4572.53,4579.04,1.0014237194725897
Murray Scroll Belt,809,Floodplain Grassy Wetland,E,20.7,20.73,1.001449275362319
Lowan Mallee,295,Riverine Grassy Woodland,D,12.35,12.37,1.0016194331983805
Murray Scroll Belt,807,Disused Floodway Shrubby Herbland,E,22.84,22.88,1.0017513134851137
Murray Scroll Belt,806,Alluvial Plains Semi-arid Grassland,V,3433.43,3439.47,1.0017591737708356
Murray Mallee,993,Bare Rock/Ground,na,22.220000000000002,22.259999999999998,1.0018001800180016
Robinvale Plains,819,Spike-sedge Wetland,V,99.09,99.27000000000001,1.0018165304268847
Robinvale Plains,993,Bare Rock/Ground,na,426.13,426.90999999999997,1.0018304273343814
Murray Scroll Belt,993,Bare Rock/Ground,na,521.84,522.96,1.0021462517246666
Murray Scroll Belt,819,Spike-sedge Wetland,V,55.83,55.95,1.00214938205266
Murray Scroll Belt,992,Water Body - Fresh,na,584.04,585.3100000000001,1.0021745085953018
Murray Scroll Belt,200,Shallow Freshwater Marsh,V,68.84,69,1.0023242300987798
Murray Mallee,992,Water Body - Fresh,na,13389.54,13463.8,1.0055461203297498
Victorian Alps,38,Montane Damp Forest,LC,162548.28,163657.84,1.0068260334714092
Dundas Tablelands,23,Herb-rich Foothill Forest,D,8.19,NA,NA
Dundas Tablelands,642,Basalt Shrubby Woodland,E,16.41,NA,NA
Dundas Tablelands,649,Stony Knoll Shrubland,V,9.120000000000001,NA,NA
Dundas Tablelands,705,Basalt Creekline Shrubby Woodland,E,0.45,NA,NA
Dundas Tablelands,739,Plains Grassy Woodland/Plains Swampy Woodland Mosaic,E,9.04,NA,NA
Glenelg Plain,791,Damp Sands Herb-rich Woodland/Plains Grassy Woodland Complex,E,37.44,NA,NA
Highlands - Southern Fall,125,Plains Grassy Wetland,E,0.39,NA,NA
Northern Inland Slopes,103,Riverine Chenopod Woodland,V,0.16,NA,NA
Northern Inland Slopes,240,Plains Grassy Woodland/Creekline Grassy Woodland/Wetland Formation Mosaic,na,0,NA,NA
Northern Inland Slopes,255,Riverine Grassy Woodland/Sedgy Riverine Forest/Wetland Formation Mosaic,V,15.33,NA,NA
Strzelecki Ranges,175,Grassy Woodland,E,0.56,NA,NA
Unclassified,44,Sub-alpine Treeless Vegetation,una,0.29,NA,NA
Unclassified,140,Mangrove Shrubland,una,0.23,NA,NA
Unclassified,210,Sub-alpine Wet Heathland,una,0.76,NA,NA
Unclassified,1001,Alpine Grassland,una,2.27,NA,NA
Unclassified,1002,Alpine Damp Grassland,una,0.54,NA,NA
Victorian Riverina,258,Alluvial Terraces Herb-rich Woodland/Plains Woodland/Gilgai Wetland Complex,E,894.27,NA,NA
Victorian Volcanic Plain,160,Coastal Dune Scrub,na,0,NA,NA
Victorian Volcanic Plain,914,Estuarine Flats Grassland,E,5.39,NA,NA
Victorian Volcanic Plain,928,Riparian Woodland/Stream-bank Shrubland Mosaic,E,47.38,NA,NA
Central Victorian Uplands,44,Sub-alpine Treeless Vegetation,na,0,0,NaN
